n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,aggrgrno,lottoID
967,8140498775,01964741001,REPAS LUNCH COUPON SRL,,,,idm45474
968,814623776E,03225420482,TPF TURBO PULIZIE,,,,idm45493
969,8148510B2A,08450891000,RTI ALMAVIVA SPA ALMAWARE SRL INDRA ITALIA SPA PRICEWATERHOUSE SPA,,,,idm45512
970,815720200B,09743081003,AUTOSTRADE TECH SPA,,,,idm45530
971,8164989A11,02298700010,OLIVETTI TECNOST S.P.A. ASSIST.APPARECCH.ELETTR.,,,,idm45549
972,8164994E30,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA,,,,idm45568
973,81650024CD,02298700010,OLIVETTI TECNOST S.P.A. ASSIST.APPARECCH.ELETTR.,,,,idm45587
974,8165057321,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA,,,,idm45606
975,81650837A4,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA,,,,idm45625
976,8165594D53,00748490158,RICOH ITALIA SRL MANUT. MACCHINE PER UFFICIO,,,,idm45644
977,0000000000,01279680480,UNIVERSITA' DEGLI STUDI DI FIRENZE,,,,idm45664
978,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm45684
979,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm45704
980,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm45723
981,0000000000,01279680480,UNIVERSITA' DEGLI STUDI DI FIRENZE,,,,idm45743
982,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm45763
983,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm45783
984,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm45803
985,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm45823
986,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm45843
987,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm45863
988,0000000000,94136490482,ABBAZIA DI SAN MINIATO AL MONTE,,,,idm45883
989,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm45903
990,0000000000,00407780485,UNICOOP FIRENZE SOCIETA' COOPERATIVA IN SIGLA UNICOOP FIRENZE SC,,,,idm45922
991,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm45942
992,0000000000,94043420481,ASS.CULT.CONOSCERE FIRENZE ASSOCIAZIONE CULTURALE,,,,idm45962
993,0000000000,,,,,,idm45982
994,0000000000,05118160489,Associazione Mus.e,,,,idm45999
995,0000000000,80029670488,TIRO A SEGNO NAZIONALE,,,,idm46019
996,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46039
997,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46059
998,0000000000,03967900485,MERCAFIR S.C.P.A.,,,,idm46077
999,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46097
1000,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46117
1001,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46137
1002,0000000000,,,,,,idm46156
1003,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46173
1004,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46191
1005,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm46211
1006,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46230
1007,0000000000,,,,,,idm46249
1008,0000000000,,,,,,idm46266
1009,0000000000,,,,,,idm46283
1010,0000000000,,,,,,idm46300
1011,0000000000,,,,,,idm46317
1012,0000000000,03576790483,SILFI SPA,,,,idm46334
1013,0000000000,03576790483,SILFI SPA,,,,idm46354
1014,0000000000,05118160489,Associazione Mus.e,,,,idm46374
1015,0000000000,05118160489,Associazione Mus.e,,,,idm46394
1016,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46414
1017,0000000000,05118160489,Associazione Mus.e,,,,idm46434
1018,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46454
1019,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46474
1020,0000000000,05118160489,Associazione Mus.e,,,,idm46494
1021,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46514
1022,0000000000,03576790483,SILFI SPA,,,,idm46533
1023,0000000000,03967900485,MERCAFIR S.C.P.A.,,,,idm46553
1024,0000000000,05602670969,BRICOMAN ITALIA,,,,idm46572
1025,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm46592
1026,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm46612
1027,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm46632
1028,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm46652
1029,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm46672
1030,0000000000,,EUROCITIES,,BE0447820987,,idm46692
1031,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46712
1032,0000000000,,,,,,idm46732
1033,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46746
1034,0000000000,,,,,,idm46766
1035,0000000000,03576790483,SILFI SPA,,,,idm46783
1036,0000000000,94043420481,ASS.CULT.CONOSCERE FIRENZE ASSOCIAZIONE CULTURALE,,,,idm46803
1037,0000000000,,,,,,idm46822
1038,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm46836
1039,0000000000,97439920584,MINISTERO INFRASTRUTTURE E TRASPORTI,,,,idm46855
1040,0000000000,00493410583,AUTOMOBILE CLUB D'ITALIA,,,,idm46875
1041,0000000000,,,,,,idm46895
1042,0000000000,,,,,,idm46909
1043,0000000000,00308080977,FIORENTINA CHIAVI,,,,idm46926
1044,0000000000,03576790483,SILFI SPA,,,,idm46946
1045,0000000000,00308080977,FIORENTINA CHIAVI,,,,idm46965
1046,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm46985
1047,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm47005
1048,0000000000,05118160489,Associazione Mus.e,,,,idm47023
1049,0000000000,05504280487,ATAF&LINEA SCARL,,,,idm47043
1050,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm47063
1051,0000000000,05118160489,Associazione Mus.e,,,,idm47082
1052,0000000000,,,,,,idm47102
1053,0000000000,,,,,,idm47116
1054,0000000000,05591950489,LINEA COMUNE S.P.A.,,,,idm47132
1055,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47152
1056,0000000000,05118160489,Associazione Mus.e,,,,idm47172
1057,0000000000,,,,,,idm47192
1058,0000000000,05118160489,Associazione Mus.e,,,,idm47209
1059,0000000000,05118160489,Associazione Mus.e,,,,idm47229
1060,0000000000,05118160489,Associazione Mus.e,,,,idm47249
1061,0000000000,05118160489,Associazione Mus.e,,,,idm47269
1062,0000000000,05118160489,Associazione Mus.e,,,,idm47289
1063,0000000000,80076750589,C.I.R.S.,,,,idm47309
1064,0000000000,01336610587,SIAE,,,,idm47329
1065,0000000000,03576790483,SILFI SPA,,,,idm47349
1066,0000000000,05118160489,Associazione Mus.e,,,,idm47368
1067,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47388
1068,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm47408
1069,0000000000,,,,,,idm47428
1070,0000000000,,,,,,idm47445
1071,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm47458
1072,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47477
1073,0000000000,,,,,,idm47496
1074,0000000000,,,,,,idm47512
1075,0000000000,,,,,,idm47526
1076,0000000000,,,,,,idm47540
1077,0000000000,CNTMLC56B41H501P,Maria Lucia Conti,,,,idm47554
1078,0000000000,05118160489,Associazione Mus.e,,,,idm47574
1079,0000000000,05118160489,Associazione Mus.e,,,,idm47594
1080,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47614
1081,0000000000,,,,,,idm47633
1082,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47647
1083,0000000000,05118160489,Associazione Mus.e,,,,idm47667
1084,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47687
1085,0000000000,05118160489,Associazione Mus.e,,,,idm47707
1086,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm47727
1087,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47747
1088,0000000000,,,,,,idm47766
1089,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47782
1090,0000000000,,,,,,idm47800
1091,0000000000,,,,,,idm47817
1092,0000000000,,,,,,idm47834
1093,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47851
1094,0000000000,,,,,,idm47870
1095,0000000000,,,,,,idm47884
1096,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47898
1097,0000000000,,EUROCITIES,,0447820987,,idm47918
1098,0000000000,05118160489,Associazione Mus.e,,,,idm47938
1099,0000000000,,,,,,idm47958
1100,0000000000,,,,,,idm47971
1101,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm47984
1102,0000000000,00509010484,ISTITUTO DEGLI INNOCENTI,,,,idm48002
1103,0000000000,03297220489,A.S.P. Firenze Montedomini,,,,idm48022
1104,0000000000,,,,,,idm48042
1105,0000000000,,,,,,idm48056
1106,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm48069
1107,0000000000,06625660482,SILFI SOCIETA' ILLUMINAZIONE FIRENZE E SERVIZI SMARTCITY,,,,idm48089
1108,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm48109
1109,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm48129
1110,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm48149
1111,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm48169
1112,0000000000,05087650486,S.A.S. s.p.a. Soc in House,,,,idm48189
1113,0000000000,01843220482,ISTITUTO ANALISI MEDICHE*SAN LORENZO - S.R.L.,,,,idm48209
1114,Z0022A495C,04502880489,OPLONDE S.R.L.,,,,idm48229
1115,Z002449E15,00667690044,LA CASALINDA SRL,,,,idm48249
1116,Z0024A2DB9,03233500960,I-FABER SPA,,,,idm48269
1117,Z0025B487F,01745580470,Butterfly Transport s.r.l.,,,,idm48289
1118,Z0026178EF,01025320175,FRAMAR TMT SRL,,,,idm48309
1119,Z0026607B1,00167200245,FORINT S.P.A. - UNIPERSONALE,,,,idm48327
1120,Z0026AA42D,06424230487,ABC SERVICES SRL,,,,idm48347
1121,Z0027D3387,09825831002,REGESTA.EXE SRL,,,,idm48366
1122,Z0027EBDAD,,,,,,idm48386
1123,Z002893065,01288130212,4 emme service,,,,idm48400
1124,Z00290087E,05008260480,MACRAME' - COOP SOCIALE - ONLUS,,,,idm48420
1125,Z00297D2C4,03876710488,IL PALINSESTO,,,,idm48439
1126,Z002A162FF,04714980481,PANEBIANCO ORONZO,,,,idm48458
1127,Z002AEDC49,05806850482,VIEN.RO.SE. SRL,,,,idm48477
1128,Z011203681,00431920487,LICOSA LIBRERIA COMMISSIONARIA SANSONI S.P.A.,,,,idm48497
1129,Z012431143,04624270486,ASS. BUSILLIS,,,,idm48517
1130,Z01249459F,04338740378,Gico Systems srl,,,,idm48537
1131,Z0124F3654,04329950481,CENTRO ASSISTENZA GRU-S.R.L,,,,idm48557
1132,Z0125EB162,04842350482,IRECO SRL,,,,idm48577
1133,Z0125EDF77,,,,,,idm48612
1134,Z0125F456F,PRZRRT80A31D612E,OFFICINA PERUZZI,,,,idm48629
1135,Z01263D336,04883450480,EDILIZIA SAN GIORGIO SRL,,,,idm48658
1136,z0126d6a4e,06013610586,DAS SPRACHCAFFE' SRL,,,,idm48678
1137,Z01281C775,00667690044,LA CASALINDA SRL,,,,idm48698
1138,Z012846037,02658900366,FONDAZIONE S.I.P.L.(Scuola interregionale di Polizia Locale,,,,idm48718
1139,Z0128D6342,04652060486,AICS Comitato Provinciale di Firenze,,,,idm48738
1140,Z0129C00BA,12086540155,RCS MEDIAGROUP SPA,,,,idm48758
1141,Z012AE1680,06186970486,COMAR di CATIA CORSI,,,,idm48778
1142,Z012AF99C9,,,,,,idm48797
1143,Z012B3C970,04770810481,LUIS SPA,,,,idm48811
1144,Z021A7316F,03182700488,CORPO VIGILI GIURATI - S.P.A.,,,,idm48831
1145,Z02243EF1E,04122180484,AGLIETTI ALBERTO S.N.C. EDILE,,,,idm48851
1146,Z02262FACC,01156550517,ALESSANDRO GHINELLI,,,,idm48869
1147,Z022745452,,,,,,idm48887
1148,Z022764084,,,,,,idm48901
1149,Z022898F0F,,,,,,idm48918
1150,Z022925069,04105100483,3P DI PALLINI,,,,idm48935
1151,Z0229568A1,01021490501,NONSOLOMODULI snc di Correani Mary e C.,,,,idm48955
1152,Z02299CA49,06357951000,SPORT NETWORK SRL,,,,idm49002
1153,Z022A7AC7C,,,,,,idm49022
1154,Z022A93993,08114020152,Class S.P.A.,,,,idm49039
1155,Z022AA5CC6,00807520135,CI.TI.ESSE S.R.L.,,,,idm49057
1156,z031f2b987,04624270486,ASS. BUSILLIS,,,,idm49077
1157,Z032528408,01322840487,MUSEO E ISTITUTO F.NO DI PREISTORIA,,,,idm49097
1158,Z032559C40,10209790152,wolters kluwer italia s.r.l.,,,,idm49117
1159,Z032729A66,04105100483,3P DI PALLINI,,,,idm49137
1160,Z0327A7A3E,03740890482,STUDIO TECNICO DI GEOLOGIA E INGEGNERIA AMBIENTALE,,,,idm49157
1161,Z0328655C6,,,,,,idm49175
1162,Z03287CA5A,03959290481,NUOVO B.O. - SOCIETA' A RESPONSABILITA' LIMITATA,,,,idm49192
1163,Z0328C0AAC,01645540483,IL POLLICE VERDE DI ROSSI FIAMMETTA E CECCHI LORENZO S.N.C.,,,,idm49212
1164,Z03294EC61,05771230488,FAI DA TE TALENTI S.R.L.,,,,idm49230
1165,Z03299FF80,05269580014,STESEI S.N.C.,,,,idm49250
1166,Z0329A480E,91223590372,ATTAC,,,,idm49268
1167,Z032A328C8,80117610156,ASSOCIAZIONE NAZIONALE EX DEPORTATI POLITICI NEI CAMPI NAZISTI,,,,idm49288
1168,Z032AD7157,,,,,,idm49308
1169,Z0411B5B19,,,,,,idm49325
1170,Z041D79828,02890581206,NEULIFT S.P.A,,,,idm49342
1171,z042109e5b,02516280548,D.B. CAD SRL,,,,idm49362
1172,Z0425C8935,05351980486,IGEA,,,,idm49382
1173,Z0425D7A67,06661980489,LA MACCHINA DEL SUONO,,,,idm49408
1174,Z0425F4448,05197090482,TAPPEZZERIA FIORENTINA,,,,idm49428
1175,Z0426244F8,04964750485,COLLEGIO DEGLI INGEGNERI DELLA TOSCANA,,,,idm49448
1176,Z042649140,00961430428,ELISPORT Costruzioni srl,,,,idm49468
1177,Z042659127,04105100483,3P DI PALLINI,,,,idm49488
1178,Z0428A55A7,,VEDIL S.R.L,,03926640610,,idm49508
1179,Z042A498BA,04453910483,ASD FIRENZE OVEST PALLAVOLO,,,,idm49528
1180,Z042A7317C,04181370372,MORGAN ITALIA SRL,,,,idm49548
1181,Z051F3AB43,01678970482,GEOSYSTEMS S.R.L.,,,,idm49568
1182,Z052296838,00262540453,AMBIENTE S.C.,,,,idm49587
1183,Z0523672B7,00089490478,DAMAZ INGROSSO CASALINGHI,,,,idm49610
1184,Z0525AA716,05938260485,NEO.LAB,,,,idm49630
1185,Z0525C887F,05807570485,LOCALNET FIRENZE S.R.L.,,,,idm49650
1186,Z0526A8721,06188330150,MAGGIOLI SPA,,,,idm49705
1187,Z05273834F,,,,,,idm49725
1188,Z0527BCA1A,94036890484,ARTEMISIA ASSOCIAZIONE ARTEMISIA,,,,idm49739
1189,Z0528247FF,06186970486,COMAR di CATIA CORSI,,,,idm49759
1190,Z0529A1F60,06460450486,QUELLI DELL'ALFIERI,,,,idm49788
1191,Z0529F0379,05338450488,STUDIO GIFOR di SANI LUIGI,,,,idm49808
1192,Z052A8A84B,,,,,,idm49826
1193,Z052AE40C2,94263460480,Associazione Sociale Le Curandaie,,,,idm49843
1194,Z052AE6AEB,,,,,,idm49861
1195,Z061CA506E,06426010481,value engineering,,,,idm49878
1196,Z0625A1B26,06523941000,Ass. libera,,,,idm49897
1197,Z06270A04E,05106681009,ASS.NAZ.ARCHIVISTICA ITALIANA,,,,idm49917
1198,Z06272DEDC,04105100483,3P DI PALLINI,,,,idm49937
1199,Z062781642,03186730481,SIVA DI NOFERINI PIER LUIGI,,,,idm49956
1200,Z0629FAA6C,02213820208,PUBLIKA SRL,,,,idm50006
1201,Z062B00DD9,02467560245,L'ANTINFORTUNISTICA SRL,,,,idm50026
1202,Z062B16BE0,00532840485,DEGL'INNOCENTI,,,,idm50052
1203,Z0720F0B36,05090470484,GHETTI 3 S.P.A.,,,,idm50070
1204,z07233d78e,01307110484,AGENZIA DEMIDOFF VIAGGI,,,,idm50090
1205,Z0725654AD,,,,,,idm50110
1206,Z07259B864,05883740481,ETRURIA P.A. SRL,,,,idm50127
1207,Z07278A999,03883990487,EXPOMEETING,,,,idm50153
1208,Z07295D9C0,00497121202,BERNI AUGUSTO,,,,idm50172
1209,Z0729BE007,06798840481,MUGNAI 1868 SRL,,,,idm50195
1210,Z0729EF83F,08252061000,Com.e Comunicazione & Editoria srl,,,,idm50215
1211,Z072A7FD40,00140120510,F.LLI BUCCELLETTI SRL,,,,idm50235
1212,Z072A8D00D,,,,,,idm50253
1213,Z072ADAC44,05523880481,TRI-BOO	ASSOCIAZIONE CULTURALE,,,,idm50267
1214,z0752f2e8a,04704710484,COLORITURE FIORENTINE DI PANDOLFINI MAURIZIO E PANDOLFINI TIZIANOS.N.C.,,,,idm50287
1215,Z082079F55,03186730481,SIVA DI NOFERINI PIER LUIGI,,,,idm50306
1216,Z08247B198,,,,,,idm50326
1217,Z0825C9512,03432931206,APAPER SRL,,,,idm50340
1218,Z0825D5E11,,,,,,idm50396
1219,Z082712149,03182700488,CORPO VIGILI GIURATI - S.P.A.,,,,idm50413
1220,Z0827A5D32,97103880585,poste italiane spa,,,,idm50433
1221,Z0828991A8,00295260517,DREAM ITALIA,02-MANDATARIA,,0,idm50453
1221,Z0828991A8,01909680405,STUDIO VERDE,01-MANDANTE,,0,idm50453
1221,Z0828991A8,GSPRRT61S03D704O,ROBERTO GASPERONI,01-MANDANTE,,0,idm50453
1222,Z0829A5DFE,03205140829,AVV. FABIO ARCURI,,,,idm50491
1223,Z0829C9A96,00089490478,DAMAZ INGROSSO CASALINGHI,,,,idm50510
1224,Z082A44968,02259990402,EGAF EDIZIONI SRL,,,,idm50530
1225,z0922a2491,02175090485,PUNTO IMBIANCATURA SRL,,,,idm50550
1226,Z092438818,06423940482,RAGIONIERI RESTAURI SRL,,,,idm50570
1227,Z09253AFB6,,,,,,idm50590
1228,Z09259FF86,94260190486,FILHARMONIE,,,,idm50607
1229,Z0928BE417,,,,,,idm50627
1230,Z092A5BA55,05504280487,ATAF&LINEA SCARL,,,,idm50644
1231,Z0A206DACC,02027040019,BORGIONE CENTRO DIDATTICO SRL,,,,idm50664
1232,Z0A2449ED1,00089490478,DAMAZ INGROSSO CASALINGHI,,,,idm50684
1233,Z0A25C9D74,04593660485,TRAVERSI S.R.L.,,,,idm50704
1234,Z0A2653891,04473880484,A.V. TECH S.R.L,,,,idm50733
1235,Z0A26BA4D0,PRZRRT80A31D612E,OFFICINA PERUZZI,,,,idm50753
1236,Z0A28B477C,02222670404,LINEA CITTA' SRL,,,,idm50773
1237,Z0A29B6160,,,,,,idm50793
1238,Z0A2A3085A,05235640488,EUROCORPORATION S.R.L.,,,,idm50807
1239,Z0A2AE1406,,,,,,idm50826
1240,Z0A2AF22A2,,,,,,idm50843
1241,Z0A2B0D305,06613090486,tntevents di Niki Turchi,,,,idm50860
1242,Z0B2123919,,,,,,idm50880
1243,z0b213847f,03970050484,PINELLO SANTO & C. SAS,,,,idm50897
1244,Z0B246A2D0,00492110481,GALLERIA DELLO SPORT S.R.L,,,,idm50915
1245,Z0B24F9435,03180730481,SIVA S.A.S.,,,,idm50986
1246,Z0B25AB573,94123070487,AIDAI TOSCANA,,,,idm51024
1247,Z0B2638196,00935720482,GEOTECNO STUDIO,,,,idm51044
1248,Z0B2706CB5,04585090485,BI AUTO S.p.A.,,,,idm51063
1249,Z0B270E25D,00399810589,I.P.Z.S. ISTITUTO POLIGRAFICO E ZECCA STATO,,,,idm51083
1250,Z0B275034F,04697600486,CECIONI CATERING SRL CATERING,,,,idm51103
1251,Z0B27C9A99,01945050407,SDA PROGETTI,,,,idm51123
1252,Z0B2861251,00399810589,I.P.Z.S. ISTITUTO POLIGRAFICO E ZECCA STATO,,,,idm51142
1253,Z0B29B3972,03878640238,VIRTUAL LOGIC,,,,idm51162
1254,Z0B29D2E77,01838340261,CONFEZIONI REOS TREVISO,,,,idm51182
1255,Z0B2A916BE,01561820489,DREONI GIOCATTOLI DI LAURA E SILVIA DREONI S.A.S.,,,,idm51202
1256,Z0C1E9AB2F,,,,,,idm51222
1257,Z0C1F2B70D,03406860480,ATTO DUE,,,,idm51242
1258,Z0C23C889B,NNCSFN70T26D612Y,STEFANO NENCI,,,,idm51262
1259,Z0C2552CF1,01225460482,BALDANZI LUIGI E FIGLI S.R.L.,,,,idm51281
1260,Z0C262B3F5,04444460481,TRAMA E ORDITO s.n.c.,,,,idm51301
1261,Z0C27232EF,03607960485,CAT COOP.SOC.LE ONLUS,,,,idm51321
1262,Z0C292B236,03811480486,COOAF - COOPERATIVA AUTOSCUOLE FIORENTINE S.R.L.,,,,idm51341
1263,Z0C2AC896F,06661980489,LA MACCHINA DEL SUONO,,,,idm51361
1264,Z0C2ADAAAC,92062770489,A.S.D  CAVALLI E CARROZZE,,,,idm51381
1265,Z0D25E3A0F,04238970489,ROSSI ANCILLOTTI MANOLA - SOCIETA' A RESPONSABILITA' LIMITATA,,,,idm51401
1266,z0d260178c,03738420482,S.A.R. DI CRISTIANA CONTI E C. - SOCIETA' IN NOME COLLETTIVO,,,,idm51427
1267,z0D2752B11,VGLFNC70E24L219S,FRANCESCO VIGLIOTTI,,,,idm51447
1268,Z0D2837241,03607960485,CAT COOP.SOC.LE ONLUS,,,,idm51465
1269,Z0D28481D8,07639750012,diaconia valdese,,,,idm51485
1270,Z0D2980941,,,,,,idm51505
1271,Z0D2A19E63,,,,,,idm51521
1272,Z0D2A49B27,,,,,,idm51538
1273,Z0D2AA659F,05594120486,STUDIO ASSOCIATO TOCCAFONDI-PINZAUTI,,,,idm51555
1274,Z0D2AD2F67,00434920484,C.A. & P. GHETTI SPA,,,,idm51573
1275,Z0D2AEBB83,03970540963,PIPPO SPURGHI,,,,idm51591
1276,Z0E23DBDFE,00399810589,I.P.Z.S. ISTITUTO POLIGRAFICO E ZECCA STATO,,,,idm51611
1277,Z0E25A02D5,03931440485,ACCADEMIA MUSICALE DI FIRENZE,,,,idm51631
1278,Z0E25A176C,03923680486,a.r.c.i comitato territoriale Firenze,,,,idm51651
1279,Z0E26BB1A8,03660880489,CANTINI MARINO S.R.L.,,,,idm51671
1280,Z0E2ADD078,,,,,,idm51723
1281,Z0F23CBB6B,01858520495,STUDIO AARC.IT,,,,idm51740
1282,Z0F250EB78,,,,,,idm51763
1283,Z0F261E0FC,05386590482,ARTE E FIORI DI MATTEO PADERNI,,,,idm51780
1284,Z0F269F0DF,03553710652,SETI,,,,idm51800
1285,Z0F276100E,,,,,,idm51820
1286,Z0F2769857,02044501001,ERREBIAN S.P.A.,,,,idm51837
1287,Z0F2845E1B,02365460357,CALDARINI & ASSOCIATI SRL,,,,idm51887
1288,Z0F2869E9F,PLNLND46T03D612M,PAOLINI LEONARDO,,,,idm51907
1289,z0f28c031f,NRNNCL83R07D575N,NICCOLO NERONI,,,,idm51927
1290,Z0F29C0094,08526500155,piemme spa,,,,idm51946
1291,Z0F2AC2E14,,,,,,idm51966
1292,Z0F2AD9CC6,00089490478,DAMAZ INGROSSO CASALINGHI,,,,idm51978
1293,Z0F2B06884,12086540155,RCS MEDIAGROUP SPA,,,,idm52004
1294,Z101610814,03205140829,AVV. FABIO ARCURI,,,,idm52024
1295,Z10205BA32,04473880484,A.V. TECH S.R.L,,,,idm52044
1296,Z1024229FE,,,,,,idm52064
1297,Z1025D78BC,00667690044,LA CASALINDA SRL,,,,idm52081
1298,Z1026DD54C,00434690384,Università degli Studi di ferrara,,,,idm52110
1299,Z102706054,94122650487,FIAB Firenze in bici,,,,idm52129
1300,Z10277DB2F,00089490478,DAMAZ INGROSSO CASALINGHI,,,,idm52147
1301,Z1029D6F8B,,,,,,idm52167
1302,Z1029E774A,00389770488,CITTI DI MAURIZIO E MARCO BERTI & C. S.A.S.,,,,idm52181
1303,Z1029F5BBD,00667690044,LA CASALINDA SRL,,,,idm52201
1304,Z102A3DFB6,07414471214,PI PROMOTION SRL UNIPERSONALE,,,,idm52221
1305,Z102A9724B,01586840504,OMNICONNECT SRL,,,,idm52241
1306,Z102AD9C10,00667690044,LA CASALINDA SRL,,,,idm52261
1307,Z112568F42,01047720493,BC FORNITURE,,,,idm52281
1308,Z1125A2EC8,94106970489,OSSERVATORIO NAZIONALE ABUSI PSICOLOGICI - ONAP,,,,idm52331
1309,Z1125B2DB4,06426010481,value engineering,,,,idm52351
1310,Z1125F051D,94260140481,KIKI Associazione Promozione Sociale,,,,idm52371
1311,z112608b57,01432110474,GLOBAL SYSTEM,,,,idm52391
1312,Z11261D5C2,03226110488,OMAIP S.r.l.,,,,idm52411
1313,Z1127FCAFC,03186730481,SIVA DI NOFERINI PIER LUIGI,,,,idm52431
1314,Z11283FB9E,,,,,,idm52487
1315,Z1128C69A1,94074850481,COMPAGNIA DELLE SEGGIOLE,,,,idm52504
1316,Z112A35D94,04792640486,PASQUALE TROISE SAS & C DI ANNARITA TROISE,,,,idm52524
1317,Z112A45E76,,,,,,idm52544
1318,Z112A8CFCE,00705281202,ANUSCA SRL,,,,idm52561
1319,Z112AB9F78,94095400480,TEATRI D'IMBARCO,,,,idm52581
1320,Z112B0690E,06357951000,SPORT NETWORK SRL,,,,idm52601
1321,Z122591F76,03222970406,MYO S.p.A.,,,,idm52621
1322,Z1226A48F1,00518080973,S.I.M.I. SRL,,,,idm52665
1323,Z122713892,01832860975,QU.IN SRL,,,,idm52684
1324,Z122749E3F,04705810150,A. MANZONI & C. S.P.A.,,,,idm52704
1325,Z122785648,05519510480,STUDIO TECNICO ASSOCIATO ING. MASSIMILIANO CEI E ING. ANDREA MAZZANTINI,,,,idm52724
1326,Z122874135,02228990483,Ass Cult NCS Il GLOBO,,,,idm52742
1327,Z1228B9137,04105100483,3P DI PALLINI,,,,idm52762
