n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,aggrgrno,lottoID
31,6438997C68,,PROJECT AUTOMATION -MB,03-ASSOCIATA,,0,idm806
32,64940091C2,05195930580,BUCAP,,,,idm831
33,650124229E,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA S.P.A.,,,,idm854
34,65483193C9,04338740378,GICO SYSTEMS SRL,,,,idm871
35,65562840B7,00128240199,BELTRAMI PAOLO,,,,idm894
36,6515407BEF,02231890787,OMNIA IMPIANTI,,,,idm979
37,ZC9186E1E9,03993950967,BLUVACANZE SPA,,,,idm1017
38,6443591B7F,02930110966,PROJECT AUTOMATION-,,,,idm1032
39,65645283EO,02207100377,A.S.D. POLISPORTIVA PONTEVECCHIO,,,,idm1049
40,Z39185F410,02161501008,ELLEDIEMME,,,,idm1066
41,6623728941,02884150588,CNS,,,,idm1081
42,6638174A78,02360580373,La Carovana Soc. Coop. Sociale Onlus,03-ASSOCIATA,,0,idm1098
42,6638174A78,02410141200,Open Group Soc. Coop. Sociale Onlus,04-CAPOGRUPPO,,0,idm1098
42,6638174A78,92030660374,ARCI Bologna,03-ASSOCIATA,,0,idm1098
43,6638180F6A,02360580373,La Carovana Soc. Coop. Sociale Onlus,03-ASSOCIATA,,0,idm1123
43,6638180F6A,02410141200,Open Group Soc. Coop. Sociale Onlus,04-CAPOGRUPPO,,0,idm1123
43,6638180F6A,03078531203,CSAPSA DUE Soc. Coop.,03-ASSOCIATA,,0,idm1123
43,6638180F6A,03772490375,Cooperativa Sociale Società Dolce,03-ASSOCIATA,,0,idm1123
43,6638180F6A,92030660374,ARCI Bologna,03-ASSOCIATA,,0,idm1123
44,6655729153,00572190379,SO.GE.se scsd,04-CAPOGRUPPO,,0,idm1156
44,6655729153,02442911208,De Akker Team ssd a sr,03-ASSOCIATA,,0,idm1156
44,6655729153,04041340375,2000 Service srl,03-ASSOCIATA,,0,idm1156
44,6655729153,04093050377,President Swimming a rl ssd,03-ASSOCIATA,,0,idm1156
44,6655729153,04189980370,UISP Provinciale Bologna,03-ASSOCIATA,,0,idm1156
44,6655729153,04331070377,CSI Provinciale Bologna,03-ASSOCIATA,,0,idm1156
45,6663909FA8,02038571200,MARINO MICHELE,,,,idm1195
46,669645055A,00120470414,DAGO ELETTRONICA,,,,idm1224
47,Z3E1ADBE85,,,,,,idm1241
48,67908789CC,00310180351,COOPSERVICE S. COOP.P.A.,,,,idm1255
49,Z151B37131,04016150379,"G.S. CAGLIARI 1972 ASD,",,,,idm1272
50,ZC51B7299A,02770891204,LEPIDA,,,,idm1289
51,6825612136,01898801202,UNIONE SPORTIVA CORTICELLA S.S.D. SRL,,,,idm1304
52,6834486C41,00209100353,MEMAR MONTEASSEGNI S.P.A.,,,,idm1320
53,6764205E89,02884150588,CNS,,,,idm1337
54,6762885D3D,03960230377,ITALCHIM S.R.L,,,,idm1354
55,ZE71B9629D,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA S.P.A.,,,,idm1369
56,6834291B56,00163160195,S.I.L.C S.P.A,,,,idm1384
57,68408331FA,04198650378,CIRCOLO IL FOSSOLO ASD,04-CAPOGRUPPO,,0,idm1399
57,68408331FA,,CONTEDIL-MT,03-ASSOCIATA,,0,idm1399
58,ZD81C21EF1,05779711000,E-DISTRIBUZIONE S.P.A.,,,,idm1420
59,Z691B873BC,02551580372,UNIVERSITA' VERDE DI BOLOGNA,,,,idm1435
60,68765081EB,01227390372,AVOLA SOCIETA' COOPERATIVA,,,,idm1451
61,ZD21BE21A3,02161501008,ELLEDIEMME,,,,idm1820
62,6880007960,02410141200,Open Group Soc. Coop. Sociale Onlus,03-ASSOCIATA,,0,idm1835
62,6880007960,02458660301,EURO & PROMOS SOC. COOP. P.A.,03-ASSOCIATA,,0,idm1835
62,6880007960,03174750277,SOCIETA' COOPERATIVA CULTURE,03-ASSOCIATA,,0,idm1835
62,6880007960,04256010374,CON.SERVICE SOCIETA' CONCORTILE PER AZIONI,04-CAPOGRUPPO,,0,idm1835
63,68800279E1,01068430386,COOPERATIVA SOCIALE LE PAGINE,04-CAPOGRUPPO,,0,idm1877
63,68800279E1,02410141200,Open Group Soc. Coop. Sociale Onlus,03-ASSOCIATA,,0,idm1877
64,ZC31BA3A6B,02410141200,Open Group Soc. Coop. Sociale Onlus,,,,idm1898
65,ZB71C3A80A,02716311200,ARNALDO PAGNONI,,,,idm1915
66,68880338A4,03411480373,VOLTA PROFESSIONAL S.R.L.,,,,idm1932
67,683129207F,01676701202,MONTI SERGIO,,,,idm1948
68,688529552D,00238180228,MOLETTA GINO,,,,idm1975
69,Z981C5D85B,91180690371,ASSOCIAZIONE MACIGNO ITALIA - VOLONTARI PER L'AMBIENTE,,,,idm2135
70,6885265C69,02036821201,LEONARDO,,,,idm2152
71,687655370C,02815821208,TEKNESI S.R.L.,,,,idm2217
72,ZE41BBEECC,01857771206,DITTA JANUS SRL,,,,idm2234
73,ZA51CBAE2C,01114601006,POSTE ITALIANE SPA,,,,idm2251
74,ZA31C65DB9,01220090771,INGLOBA360 S.R.L.,,,,idm2266
75,Z091CD8FB2,01114601006,POSTE ITALIANE SPA,,,,idm2281
76,67668472CC,03972050011,SWARCO MIZAR S.R.L.,,,,idm2296
77,Z891CC7581,07764040965,LA PATRIA SRL,,,,idm2311
78,Z191D0B608,04290860370,ARPAE,,,,idm2326
79,Z9A1CFA6E5,03532561200,DITTA N M P SRL,,,,idm2343
80,6965994818,02770891204,LEPIDA,,,,idm2358
81,Z801D44C0F,02146760364,SEMENDA S.R.L.,,,,idm2373
82,ZF61CD1D21,03532140377,ASSOCIAZIONE DILETTANTISTICA POLISPORTIVA LAME,,,,idm2388
83,6966289B88,00597900166,LA TECNICA SPA,,,,idm2405
84,6966243594,11582010150,LYRECO ITALIA S.R.L.,,,,idm2422
85,ZAA1DB0551,03120341205,SMMARTPOST S.R.L.,,,,idm2439
86,6998557FEC,02146140260,ITS,04-CAPOGRUPPO,,0,idm2454
86,6998557FEC,,STUDIO DI INGEGNERIA STRUTTURALE S.I.ST-PD,03-ASSOCIATA,,0,idm2454
86,6998557FEC,,POMARE' MONTIN DAVID-BL,03-ASSOCIATA,,0,idm2454
86,6998557FEC,,GIRARDI GIANSILVIO-TV,03-ASSOCIATA,,0,idm2454
87,6902149988,02723291205,ASSOCIAZIONE TECNOSCIENZA.IT,,,,idm2508
88,700642901F,03890320017,QUADRIFOGLIO,04-CAPOGRUPPO,,0,idm2525
88,700642901F,,PIANETA AZZURRO-MI,03-ASSOCIATA,,0,idm2525
89,702012780F,02770891204,LEPIDA,,,,idm2554
90,Z001E12E2C,02770891204,LEPIDA,,,,idm2569
91,7031386349,00470300377,COSEPURI SOC. COOP. P.A.,04-CAPOGRUPPO,,0,idm2584
91,7031386349,,COOPERATIVA SOCIALE SOCIETA' DOLCE-BO,03-ASSOCIATA,,0,idm2584
92,Z471E2B7D9,13981151007,"ES FIELD DELIVERY ITALIA SRL,",,,,idm2616
93,Z561DF5928,03532561200,DITTA N M P SRL,,,,idm2632
94,70465461B7,02410141200,Open Group Soc. Coop. Sociale Onlus,04-CAPOGRUPPO,,0,idm2647
94,70465461B7,,AIPI SOCIETA' COOPERATIVA-BO,03-ASSOCIATA,,0,idm2647
94,70465461B7,,CAMELOT-FE,03-ASSOCIATA,,0,idm2647
95,7041076FB6,03850350103,MEDIACENTER,,,,idm2672
96,ZD61D72337,07429770725,KIASSO SRLS DI BARI,,,,idm2688
97,ZAD1DB4DB3,03446431201,I FIORI DI LUNA DI SAVI GRAZIELLA,,,,idm2705
98,7058514604,07146440727,LEONARDOS SRL,,,,idm2722
99,Z7D1E022DC,02044501001,ERREBIAN S.P.A.,,,,idm2739
100,707123795D,02036821201,LEONARDO,,,,idm2754
101,7005922DB7,02884150588,CNS,,,,idm2769
102,7095325F67,02010241202,AMBULAROTIO VETERINARIO GESE - DOTT.SSA PIGATO MANUELA,,,,idm2786
103,ZEB1EEE2E1,07764040965,LA PATRIA SRL,,,,idm2803
104,7099313A69,00185190204,CARPENTERIA METALLICA FINOTTI & C.,,,,idm2820
105,71150515D3,02690950403,MF INGROSSO SPA,,,,idm2837
106,7115057AC5,02690950403,MF INGROSSO SPA,,,,idm2855
107,ZAE1EFA929,93050770382,ASSOCIAZIONE BASKET HANDICAP A.S.D.,,,,idm2876
108,7112696E68,02360580373,La Carovana Soc. Coop. Sociale Onlus,,,,idm2893
109,711266767C,02410141200,Open Group Soc. Coop. Sociale Onlus,,,,idm2908
110,7132667EFF,02410141200,Open Group Soc. Coop. Sociale Onlus,03-ASSOCIATA,,0,idm2923
110,7132667EFF,03174750277,SOCIETA' COOPERATIVA CULTURE,03-ASSOCIATA,,0,idm2923
110,7132667EFF,03512600374,Working Soc. Coop,03-ASSOCIATA,,0,idm2923
110,7132667EFF,04256010374,CON.SERVICE SOCIETA' CONCORTILE PER AZIONI,04-CAPOGRUPPO,,0,idm2923
111,703019084F,04161670379,RIZZOLI MARCO,,,,idm3001
112,Z5F1F2977F,03532561200,DITTA N M P SRL,,,,idm3070
113,ZBA1F3FC67,03532561200,DITTA N M P SRL,,,,idm3085
114,7143964995,03187681204,IRIS COOP. SOC. ONLUS,,,,idm3100
115,7150132B93,02094561202,Rugby Bologna 1928 Srl,,,,idm3117
116,71501423D6,03532140377,ASSOCIAZIONE DILETTANTISTICA POLISPORTIVA LAME,,,,idm3132
117,Z7E1F0D20D,03630391203,RAVAIOLI ING. LUCA,,,,idm3147
118,Z2B1F509BA,03532140377,ASSOCIAZIONE DILETTANTISTICA POLISPORTIVA LAME,,,,idm3164
119,71589031A5,04134670373,PANIFICIO CALAMELLI OTELLO SNC,04-CAPOGRUPPO,,0,idm3181
119,71589031A5,,PANIFICIO BAI LUCIANO E C. SNC-BO,03-ASSOCIATA,,0,idm3181
119,71589031A5,,PANIFICIO TOSI ROMANO E C. SNC-BO,03-ASSOCIATA,,0,idm3181
119,71589031A5,,PANIFICIO MASSARENTI DI LO CHIANO ANTONINO SNC-BO,03-ASSOCIATA,,0,idm3181
119,71589031A5,,CARMELO E VITO S.N.C.-BO,03-ASSOCIATA,,0,idm3181
119,71589031A5,,PANIFICIO ROMANO DI ROMANO VINCENZO E C. SNC-BO,03-ASSOCIATA,,0,idm3181
119,71589031A5,,VENTUROLI DANIELE-BO,03-ASSOCIATA,,0,idm3181
119,71589031A5,,PANIFICIO GIARDINI GIUGLIANO E MASTELLINI SIMONETTA-BO,03-ASSOCIATA,,0,idm3181
120,7163809234,00577391204,LOLLI RAFFAELE IMPIANTI,04-CAPOGRUPPO,,0,idm3221
120,7163809234,,MOLETTA GINO-TN,03-ASSOCIATA,,0,idm3221
121,71778873BC,06679490729,SE.VA.CO.M.,,,,idm3262
122,71828535CE,03498580103,I.CO.STRA SRL,,,,idm3281
123,718449727B,02513010377,C.U.S. BOLOGNA,,,,idm3429
124,7177682A8E,02988301202,Auto Service Club di Ravagli Enzo & C. s.n.c.,,,,idm3444
125,ZC91FB531A,00345340376,ISTITUTO DEI CIECHI FRANCESCO CAVAZZA ONLUS,,,,idm3459
126,ZD01FB5402,02459671208,ACCAPARLANTE SOC. COOP A R.L. - ONLUS,,,,idm3474
127,Z321FB5490,00385140371,FONDAZIONE GUALANDI A FAVORE DEI SORDI,,,,idm3489
128,Z3B1FBF5D3,03939010371,FONDAZIONE MARINO GOLINELLI,,,,idm3504
129,7191519537,00818570012,UnipolSai Assicurazioni SPA,,,,idm3519
130,7191523883,10655700150,Lloyd's Sindacato ACAPPELLA,,,,idm3537
131,7191525A29,00818570012,UnipolSai Assicurazioni SPA,,,,idm3564
132,71915330C6,97654980586,Balcia Insurance SE,,,,idm3582
133,719153633F,00885741009,Groupama Assicurazioni SPA,,,,idm3600
134,7191545AAA,05377040968,Roland,,,,idm3633
135,71915552ED,10655700150,Lloyd's Sindacato ACAPPELLA,,,,idm3654
136,71915617DF,08232800964,Centro Processi Assicurativi srl,,,,idm3669
137,Z951F0452E,02848751208,CERVELLI IN AZIONE SRL,,,,idm3696
138,7195873E3D,02032301208,A.I.C.S. COMITATO PROVINCIALE BOLOGNA,04-CAPOGRUPPO,,0,idm3713
138,7195873E3D,03610061206,TRITON SOC. COOP. SOC.-BO,03-ASSOCIATA,,0,idm3713
138,7195873E3D,91349360379,A.S.D. GIOCA-BO,03-ASSOCIATA,,0,idm3713
138,7195873E3D,91381510378,A.S.D. UNIVERSAL SPORT-BO,03-ASSOCIATA,,0,idm3713
139,70808939BF,00672690377,CADIAI Cooperativa Sociale,,,,idm3742
140,7080881FD6,03772490375,Cooperativa Sociale Società Dolce,,,,idm3759
141,705112546C,02468211202,CONSORZIO COOPERATIVO KARABAK SCARL,,,,idm3776
142,ZDF1FB4085,90049970370,CORPO GUARDIE AMBIENTALI METROPOLITANE,,,,idm3793
143,Z0A1FF5623,92008740372,CENTRO SOCIALE PER ANZIANI R.RUOZI,,,,idm3810
144,Z1A1FEB1CF,01114601006,POSTE ITALIANE SPA,,,,idm3827
145,Z6B2004CE3,00530930379,MODERN ENGLISH STUDY CENTRE S.N.C.,,,,idm3843
146,Z702014B32,02716311200,ARNALDO PAGNONI,,,,idm3860
147,Z462014BA4,02716311200,ARNALDO PAGNONI,,,,idm3877
148,Z9320147E2,03128080409,ADRIATICA ACQUE SRL,,,,idm3894
149,ZE7201BBAB,00895860377,SEGAFREDO ZANETTI S.P.A,,,,idm3911
150,7203826147,92018150372,CORPO GUARDIE ECOLOGICHE VOLONTARIE,,,,idm3928
151,ZA62016198,80063990370,C.U.S.B. CENTRO UNIVERSITARIO SPORTIVO BOLOGNA,,,,idm3945
152,ZA91FD560C,03392820373,AIRIS SRL DI BOLOGNA,,,,idm3962
153,7093353412,02052370166,AESYS SPA,,,,idm3977
154,Z381E58B50,04293680379,SUNIA,,,,idm3994
155,ZAB2050277,02009470374,BENGI DI VALPIANI,,,,idm4011
156,7239116381,,,,,,idm4028
157,7239111F5D,04261670378,A.P.D. PONTECCHIO CALCIO,,,,idm4040
158,Z791F44AF8,,,,,,idm4057
159,Z6A2077EEB,09949860960,PIKSEL S.R.L.,,,,idm4069
160,70939955DD,02930110966,PROJECT AUTOMATION-,,,,idm4086
161,ZAF1F5F843,02663901201,ARCH. GIORGIA MONTI,,,,idm4106
162,Z47208860E,02731471203,FABBRICAFOTOGRAFICA SNC,,,,idm4121
163,7200735A7E,02615080963,LEASE PLAN ITALIA,,,,idm4136
164,7235626377,01529451203,C.A.A. GIORGIO NICOLI S.R.L.,04-CAPOGRUPPO,,0,idm4153
164,7235626377,01925531202,ECOSISTEMA SCRL,03-ASSOCIATA,,0,idm4153
164,7235626377,03367861204,MELLIVORA DI DAVIDE DI DOMENICO,03-ASSOCIATA,,0,idm4153
165,Z5A207F625,07764040965,LA PATRIA SRL,,,,idm4180
166,ZF92089D85,02705771208,ZUFFI TRASLOCHI,,,,idm4197
167,Z301F9DB86,04201270370,ANCORA SERVIZI SOC. COOP. SOCIALE,,,,idm4214
168,7250004C8E,10317360153,RTI COM METODI  S.P.A.,,,,idm4231
169,7257205305,02410141200,Open Group Soc. Coop. Sociale Onlus,,,,idm4248
170,7273077CFF,00488410010,TELECOM ITALIA S.P.A,,,,idm4265
171,71501255CE,02207100377,A.S.D. POLISPORTIVA PONTEVECCHIO,04-CAPOGRUPPO,,0,idm4282
171,71501255CE,03532140377,ASSOCIAZIONE DILETTANTISTICA POLISPORTIVA LAME,03-ASSOCIATA,,0,idm4282
172,Z6020B0D0A,00310180351,COOPSERVICE S. COOP.P.A.,,,,idm4303
173,ZFA20AFCB3,00826770059,PAM PANORAMA SPA,,,,idm4320
174,6638161FBC,03078531203,CSAPSA DUE Soc. Coop.,,,,idm4337
175,Z4F20D87B9,02146760364,SEMENDA S.R.L.,,,,idm4352
176,ZD4204B641,01939341200,CAFFETTERIA DEL CENTRO DI VENTURA MASSIMO,,,,idm4367
177,727841955D,02973040963,KYOCERA DOCUMENT SOLUTIONS ITALIA S.P.A.,,,,idm4384
178,Z7320B0C47,02607931207,BOLOGNA SERVIZI CIMITERIALI SRL,,,,idm4401
179,Z9820F15DC,01984891208,ASSOCIAZIONE SQUEEZEZOOM BOTTEGA,,,,idm4418
180,Z0B208A7E3,02607931207,BOLOGNA SERVIZI CIMITERIALI SRL,,,,idm4435
181,Z4D2092C64,00868800152,MANUTENZIONE CARRELLO ELEVATORE MAMBO,,,,idm4452
182,Z1220F2D8D,03359241209,DIGITAL PATHS S.R.L.,,,,idm4467
183,7276432DA1,08526440154,EDISON ENERGIA SPA,,,,idm4482
184,Z0C203DBA1,00307160374,SPRINT GAS SPA,,,,idm4499
185,Z32203DB16,00307160374,SPRINT GAS SPA,,,,idm4516
186,7239012DAB,00340620376,CENTRO DELL'AUTO DI SABINO GROSSI,,,,idm4533
187,Z83210F297,02716311200,ARNALDO PAGNONI,,,,idm4589
188,ZA4210F790,02402931204,FERRAMENTA SANTINI MARCO,,,,idm4604
189,ZB720A7110,02410141200,Open Group Soc. Coop. Sociale Onlus,,,,idm4619
190,ZEE20CC83F,03279221208,FARMALVARION S.R.L,,,,idm4634
191,ZB5209D0B5,02131901205,SIGN PUBLITECNICA SAS DI M.E SIGNORE A.,,,,idm4649
192,ZF120A8E6C,02758170167,M.I.D.A. INFORMATICA S.R.L.,,,,idm4664
193,72893100E8,01668660358,B.M. SCAVI,,,,idm4679
194,7250206343,04339710370,NET SERVICE S.P.A.,,,,idm5118
195,72820032FA,02066400405,MAGGIOLI,,,,idm5133
196,72573033E4,02044501001,ERREBIAN S.P.A.,,,,idm5156
197,7296613B85,01848360614,CF&G,,,,idm5173
198,ZF92122FB6,03358520967,ACTALIS S.P.A.,,,,idm5235
199,722876124A,08695361009,B.P.D. LAVORI,,,,idm5250
200,7228784544,04962480879,I.G.C. SPA,,,,idm5916
201,72288224A0,00934320367,ASFALTI EMILIANI,,,,idm6555
202,7228830B38,01248990507,GRANCHI,,,,idm7185
203,7228837102,01884050764,ITALPOWER,04-CAPOGRUPPO,,0,idm7821
203,7228837102,,CONSORZIO STABILE TELEGARE-NA,03-ASSOCIATA,,0,idm7821
204,7228842521,03272750542,T.R. COSTRUZIONI,,,,idm8466
205,7305693096,02346481209,C.I.B.,,,,idm9124
206,7307586ABA,03567430545,BIANCHINI ANGELO SRL,04-CAPOGRUPPO,,0,idm9766
206,7307586ABA,,KREA COSTRUZIONI SRL-PG,03-ASSOCIATA,,0,idm9766
207,72986192EF,02764870362,FEA,,,,idm10135
208,72845622BB,01545330605,TATANGELO CIRO,04-CAPOGRUPPO,,0,idm10479
208,72845622BB,,PROCOGE-FR,03-ASSOCIATA,,0,idm10479
209,Z60212152E,01114601006,POSTE ITALIANE SPA,,,,idm11179
210,7310324E31,02044501001,ERREBIAN S.P.A.,,,,idm11196
211,7307796807,01048120198,BELTRAMI PAOLO COSTRUZIONI,,,,idm11211
212,729817220F,07879870637,SOL.EDIL.,,,,idm11296
213,ZDD21077C7,00527630479,LIBRO CO. ITALIA SRL,,,,idm11620
214,731519303C,05145331210,VIVAI BARRETTA GARDEN,,,,idm11635
215,7310163956,05587570721,A.R.C COSTRUZIONI,,,,idm11784
216,7314628DF7,00238180228,MOLETTA GINO,04-CAPOGRUPPO,,0,idm12372
216,7314628DF7,00577391204,LOLLI RAFFAELE IMPIANTI,03-ASSOCIATA,,0,idm12372
217,7223577C4E,02372680187,ST PROTECT,,,,idm12439
218,7325079E67,01973900838,ENGINEERING TRIBUTI SPA,03-ASSOCIATA,,0,idm12484
218,7325079E67,03230150967,PricewaterhouseCoopers Advisory S.p.A.,03-ASSOCIATA,,0,idm12484
218,7325079E67,05551171001,SQS Software Quality Systems Italia S.p.A. (già SQS Italia S.p.A.),03-ASSOCIATA,,0,idm12484
218,7325079E67,05724831002,ENGINEERING INGEGNERIA INFORMATICA S.P.A.,04-CAPOGRUPPO,,0,idm12484
218,7325079E67,07962091000,ENGIWAB SECURITY S.R.L.,03-ASSOCIATA,,0,idm12484
218,7325079E67,07988320011,NTT DATA Italia S.p.A,03-ASSOCIATA,,0,idm12484
219,731661233A,01375260625,GANOSIS - CONSORZIO STABILE,,,,idm12523
220,7316661BA7,00438280778,CONTEDIL,04-CAPOGRUPPO,,0,idm12922
220,7316661BA7,,LOPERA-VR,03-ASSOCIATA,,0,idm12922
221,Z52216A707,01114601006,POSTE ITALIANE SPA,,,,idm13291
222,Z31214B7D2,02066400405,MAGGIOLI,,,,idm13307
223,ZE1214C3F6,02032781201,MIELE SRL,,,,idm13323
224,73240469F3,00163160195,S.I.L.C S.P.A,,,,idm13340
225,7266256025,01573730486,SODI SCIENTIFICA SRL,,,,idm13355
226,ZDA217D855,97103880585,POSTE ITALIANE SPA,,,,idm13372
227,ZAA2125444,,,,,,idm13388
228,Z6B20CF16A,,,,,,idm13400
229,ZC02124F69,,,,,,idm13412
230,Z6C21820A7,03996010371,FERRAMENTA RUBBINI S.A.S. DI ZACCHI BRUNO & C.,,,,idm13424
231,Z691FD6FF0,,,,,,idm13441
232,Z951FE3616,,,,,,idm13453
233,ZB51DD0CFD,,,,,,idm13465
234,Z0E1D7B749,,,,,,idm13477
235,Z88211A17B,02992991204,CENTRO SOCIALE CROCE COPERTA,,,,idm13489
236,Z4F211A1CE,91342120374,"ASSOCIAZIONE ""ZONA ORTIVA ERBOSA""",,,,idm13506
237,Z062119ECC,92039560377,ASSOCIAZIONE DI VOLONTARIATO CA' BURA,,,,idm13523
238,Z782119F21,92042850377,ASSOCIAZIONE DI VOLONTARIATO IL CERCHIO VERDE,,,,idm13540
239,Z342119F6E,02517581209,ASSOCIAZIONE IL PONTE DELLA BIONDA,,,,idm13557
240,7308248D06,02557881204,CONSORZIO MARCONI WIRELESS,,,,idm13574
241,Z272119FD9,91233780377,ASSOCIAZIONE OASI DEI SAPERI,,,,idm13591
242,ZAE1E21E39,,,,,,idm13608
243,Z9C1D2375E,,,,,,idm13620
244,7333554036,02360580373,La Carovana Soc. Coop. Sociale Onlus,,,,idm13632
245,7342319151,12878470157,FASTWEB S.P.A.,,,,idm13649
246,724161950B,02410141200,Open Group Soc. Coop. Sociale Onlus,,,,idm13664
247,ZA9218D1E4,03986581001,RENTOKIL INITIAL ITALIA S.P.A.,,,,idm13681
248,Z211F962CE,,,,,,idm13698
249,Z4A1F941BC,,,,,,idm13710
250,Z3B21CFC68,02731471203,FABBRICAFOTOGRAFICA SNC,,,,idm13724
251,Z8B21D278A,03538000377,PETRONIANA VIAGGI E TURISMO S.R.L.,,,,idm13739
252,73228173C1,01610670356,CAR SERVER SPA,,,,idm13756
253,ZF52144CD5,02372451209,FERRAMENTA MAZZA DI MAZZA LAURA E FRANCESCO S.N.C.,,,,idm13773
254,ZE61F642E5,,,,,,idm13788
255,7362332490,00488410010,TELECOM ITALIA S.P.A,,,,idm13801
256,Z0021793C5,02081881209,ACANTHO S.P.A.,,,,idm13818
257,ZD421EA116,00672690377,CADIAI Cooperativa Sociale,,,,idm13835
258,Z7D22044CF,03183801202,UBM URBAN BIKE MESSANGER DI BOLOGNA,,,,idm13852
259,Z4D21B89BD,00167200245,FORINT SPA,,,,idm13869
