n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,partrgrno,lottoID,ocid
19,77563083D8,T-IT-CF-02975421203,TRAFFITEK SRL,05-CONSORZIATA,,4.0,idm396,ocds-xxxxxx-77563083D8
19,77563083D8,T-IT-CF-09194781002,ROAD 95 E C. SRL SOCIETA' CON UNICO SOCIO,05-CONSORZIATA,,4.0,idm396,ocds-xxxxxx-77563083D8
19,77563083D8,T-IT-CF-00151420205,GUBELA SPA,,,,idm396,ocds-xxxxxx-77563083D8
19,77563083D8,T-IT-CF-00819640244,S.V.S. SOCIETA' VENETA SERVIZI S.R.L.,,,,idm396,ocds-xxxxxx-77563083D8
19,77563083D8,T-IT-CF-01854400981,SIAS SPA,,,,idm396,ocds-xxxxxx-77563083D8
19,77563083D8,T-IT-CF-11572880158,SEGNALERHO SRL,,,,idm396,ocds-xxxxxx-77563083D8
19,77563083D8,T-IT-CF-01210380208,SI.SE SISTEMI SEGNALETICI SPA,,,,idm396,ocds-xxxxxx-77563083D8
20,7756318C16,T-IT-CF-08066951008,VALORI S.C.AR.L. CONSORZIO STABILE,04-CAPOGRUPPO,,0.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-07098560720,CO.PAN SRL,05-CONSORZIATA,,0.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-01213720525,MFR SRLU,04-CAPOGRUPPO,,1.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-01811810660,ERRECI SEGNALETICA SRL,03-ASSOCIATA,,1.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-07920480634,SEVEN SERVICE SRL,04-CAPOGRUPPO,,2.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-02290140819,FEGOTTO COSTRUZIONI SAS DI GIUSEPPE CRUCIATA E C.,03-ASSOCIATA,,2.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-02526500612,VIA VAI ROAD SRL,04-CAPOGRUPPO,,3.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-04365350158,IMPRESA BACCHI S.R.L.,03-ASSOCIATA,,3.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-02768460657,I.T. S.R.L. INNOVAZIONE E TECNOLOGIE PER L'INDUSTRIA DELLE COSTRUZIONI E DEGLI IMPIANTI,03-ASSOCIATA,,3.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-03654720402,CONSORZIO STABILE INVIA,04-CAPOGRUPPO,,4.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-02975421203,TRAFFITEK SRL,05-CONSORZIATA,,4.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-09194781002,ROAD 95 E C. SRL SOCIETA' CON UNICO SOCIO,05-CONSORZIATA,,4.0,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-00151420205,GUBELA SPA,,,,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-00819640244,S.V.S. SOCIETA' VENETA SERVIZI S.R.L.,,,,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-01854400981,SIAS SPA,,,,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-11572880158,SEGNALERHO SRL,,,,idm476,ocds-xxxxxx-7756318C16
20,7756318C16,T-IT-CF-01210380208,SI.SE SISTEMI SEGNALETICI SPA,,,,idm476,ocds-xxxxxx-7756318C16
21,7754888007,T-IT-CF-00105730568,BELLI SRL,04-CAPOGRUPPO,,0.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00623290459,ECOEDIL PROFESSIONAL SRL,03-ASSOCIATA,,0.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04230110613,C.G.V. SRL LAVORI EDILI,04-CAPOGRUPPO,,1.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03926640610,VEDIL SRL,03-ASSOCIATA,,1.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04366871210,LA ROCCA SOCIETA' COOPERATIVA,03-ASSOCIATA,,1.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05931780729,CN COSTRUZIONI GENERALI S.P.A.,04-CAPOGRUPPO,,2.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03275750275,EURO EDILE SRL,03-ASSOCIATA,,2.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11533421001,CONSORZIO ARTEK,04-CAPOGRUPPO,,3.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01532510763,FRATELLI LA ROCCA SRL,05-CONSORZIATA,,3.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11569400010,CONSORZIO STABILE ENERGOS,04-CAPOGRUPPO,,4.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08186760016,TECNOEDI COSTRUZIONI SRL,05-CONSORZIATA,,4.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-09694300964,CONSORZIO STABILE GE.CO. GENERAL CONTRACT,04-CAPOGRUPPO,,5.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07455410964,PALADINO COSTRUZIONI SRL,05-CONSORZIATA,,5.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02571550967,ITAL.CO.EL. SRL,05-CONSORZIATA,,5.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02399660188,EUROELETTRICA IMPIANTI SRL,05-CONSORZIATA,,5.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-RSSRRT75A17G388H,IDROEDIL DI ROSSIGNOLI ROBERTO,05-CONSORZIATA,,5.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-10925671009,INFRATECH CONSORZIO STABILE,04-CAPOGRUPPO,,6.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08439080964,CIPE S.R.L.,05-CONSORZIATA,,6.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05419570634,EDILGEN S.P.A.,05-CONSORZIATA,,6.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07033660635,GETEA ITALIA SRL,05-CONSORZIATA,,6.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07318281214,CONSORZIO STABILE MARR SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,04-CAPOGRUPPO,,7.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07901860630,FURINO ECOLOGIA SRL,03-ASSOCIATA,,7.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01138140635,VIOLA COSTRUZIONI SRL,05-CONSORZIATA,,7.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01483060628,CONSORZIO STABILE MEDIL SOCIETA' CONSORTILE ARL,04-CAPOGRUPPO,,8.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-09041171001,SEL SRL,05-CONSORZIATA,,8.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07094890634,GEOS ENVIRONMENT SRL,05-CONSORZIATA,,8.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11896671002,CONSORZIO STABILE NAZIONALE AMBIENTE E SICUREZZA SCARL,04-CAPOGRUPPO,,9.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01610700898,REALIZZAZIONI E MONTAGGI SRL,05-CONSORZIATA,,9.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-09243281004,SISTHEMA S.R.L.,05-CONSORZIATA,,9.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-DCTSBN59C29A669Q,DICATALDO SABINO,04-CAPOGRUPPO,,10.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06552590728,VISO EDIL ECOLOGIA SRL,03-ASSOCIATA,,10.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04751390016,EDIL MA.VI TORINO SRL,04-CAPOGRUPPO,,11.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04939710630,B.ENERGY SPA,03-ASSOCIATA,,11.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04788971002,G.I. GENERAL IMPIANTI SRL,04-CAPOGRUPPO,,12.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04185561000,INTERECO SERVIZI SRL,03-ASSOCIATA,,12.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03595221007,CO.GE.IM. - COSTRUZIONI GENERALI IMPIANTI - SRL,03-ASSOCIATA,,12.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00784590143,GI.MA.CO. COSTRUZIONI SRL,04-CAPOGRUPPO,,13.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02320530807,S.E. SERVIZI ECOLOGICI S.R.L.,03-ASSOCIATA,,13.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00085590149,SANITERMICA AMBROSINI SRL,03-ASSOCIATA,,13.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02266620968,IMPRESA COSTRUZIONI ROLLA GEOM. PIETRO SRL,04-CAPOGRUPPO,,14.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04915630018,TEAGNO S.R.L.,03-ASSOCIATA,,14.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01136460183,ABONECO S.R.L.,03-ASSOCIATA,,14.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-09187351003,M.S.T. MANUTENZIONI E SERVIZI TECNICI SRL,04-CAPOGRUPPO,,15.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03089160133,RADAELLI COSTRUZIONI SRL,03-ASSOCIATA,,15.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06702100584,MARCHETTI E C. SRL,04-CAPOGRUPPO,,16.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07969131007,GESTIONI AMBIENTALI SRL,03-ASSOCIATA,,16.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06710120723,MASELLIS S.U.R.L.,04-CAPOGRUPPO,,17.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02271400737,DANIELE AMBIENTE S.R.L.,03-ASSOCIATA,,17.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-10786530153,MULTI MANUTENZIONE SRL,04-CAPOGRUPPO,,18.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07014850015,NOLDEM SRL,03-ASSOCIATA,,18.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04596141210,PASCOLO SRL,04-CAPOGRUPPO,,19.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03633161215,S. ABBA SRL,03-ASSOCIATA,,19.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08896090019,QUINTINO COSTRUZIONI SPA,04-CAPOGRUPPO,,20.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-10254480014,DIEFFE COSTRUZONI GENERALI SRL,03-ASSOCIATA,,20.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06396940964,SE.MA. COSTRUZIONI SRL,04-CAPOGRUPPO,,21.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01718680182,FIBRO SERVICE SRL,03-ASSOCIATA,,21.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06383510960,SICURTECTO SRL,03-ASSOCIATA,,21.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07610090156,SELI MANUTENZIONI GENERALI S.R.L.,04-CAPOGRUPPO,,22.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02203680695,CERICOLA SRL,03-ASSOCIATA,,22.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05087340633,SI.GE.CO COSTRUZIONI SRL,04-CAPOGRUPPO,,23.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00468910070,MARAZZATO SOLUZIONI AMBIENTALI S.R.L. A SOCIO UNICO,03-ASSOCIATA,,23.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02392570731,SOCOMA SRL,04-CAPOGRUPPO,,24.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04913040962,ECONORD BONIFICHE AMBIENTALI SRL-UNINOMINALE,03-ASSOCIATA,,24.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03835830260,TECNICA RESTAURI SRL UNIPERSONALE,04-CAPOGRUPPO,,25.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02915980276,EUREKA SRL,03-ASSOCIATA,,25.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11451400151,TEICOS UE SRL,04-CAPOGRUPPO,,26.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02927360962,PPG DOMOGEST SRL,03-ASSOCIATA,,26.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01787000155,COMPAGNIA EDILIZIA DELLA BRIANZA SRL,03-ASSOCIATA,,26.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06578441211,A.T.S. COSTRUZIONI GENERALI SRL,04-CAPOGRUPPO,,27.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00840400949,CU.MA SRL,03-ASSOCIATA,,27.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06020250723,AR.CO. SRL,04-CAPOGRUPPO,,28.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06786170727,DIDACO S.R.L.,03-ASSOCIATA,,28.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07625820720,EURO IMPIANTI TECNOLOGICI S.R.L.,03-ASSOCIATA,,28.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-10137920962,ARCH-EDIL DI ZINGALES GEOM MANLIO SRL,04-CAPOGRUPPO,,29.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00606690451,QUADRIFOGLIO APUANA DI ZINGALES SRL,03-ASSOCIATA,,29.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03194070151,IDROTERMICA SRL,03-ASSOCIATA,,29.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03673620161,ARTEDIL DI CAMPENNI' ROCCO E C. SRL,04-CAPOGRUPPO,,30.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00873350169,PAVIMENTI NOBILI SRL,03-ASSOCIATA,,30.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02862930795,CESIT SRL,03-ASSOCIATA,,30.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07359070963,BARONCHELLI COSTRUZIONI GENERALI SRL,04-CAPOGRUPPO,,31.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04538010150,PLANTRONIC DI PUTELLI GUIDO FRANCESCO E C. SNC,03-ASSOCIATA,,31.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03918450960,IMPRESA DIDONE' SRL,03-ASSOCIATA,,31.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08287360963,CREA.MI SRL,04-CAPOGRUPPO,,32.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05561280966,EASY SERVICE S.R.L.,03-ASSOCIATA,,32.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01818890160,ESSE A3 S.R.L.,04-CAPOGRUPPO,,33.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02580850168,A UNO SRL,03-ASSOCIATA,,33.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11009581007,FIDEA APPALTI PUBBLICI SRL,04-CAPOGRUPPO,,34.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-09969890012,ECAM SAS,03-ASSOCIATA,,34.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05319460878,FINOCCHIARO COSTRUZIONI SRL,04-CAPOGRUPPO,,35.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03632010876,CENTRO COMMERCIALE EDILE SRL,03-ASSOCIATA,,35.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06869090156,I.M.G. S.R.L.,04-CAPOGRUPPO,,36.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02748800980,DUCOLI ACHILLE SRL,03-ASSOCIATA,,36.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08346430583,IMPRESA CECCARANELLI SRL,04-CAPOGRUPPO,,37.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00468720586,CEBAT SRL,03-ASSOCIATA,,37.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-12431501001,IN.TECH. SPA,04-CAPOGRUPPO,,38.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05514421006,SE.MA. SRL,03-ASSOCIATA,,38.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11656511000,HTR BONIFICHE SRL,03-ASSOCIATA,,38.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02529770964,ISOVIT SRL,04-CAPOGRUPPO,,39.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03879950164,T.C. SRL,03-ASSOCIATA,,39.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01721450136,SELVA MERCURIO S.R.L.,04-CAPOGRUPPO,,40.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00642940142,PIANI IMPIANTI SRL,03-ASSOCIATA,,40.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02337730135,SOCIETA' COOPERATIVA E. CO.,03-ASSOCIATA,,40.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07129410721,SUD SERVICE SRL,04-CAPOGRUPPO,,41.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02097540740,SIR SRL,03-ASSOCIATA,,41.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-03066160163,TECHNE SPA,04-CAPOGRUPPO,,42.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02653450169,PFC 2000 SRL,03-ASSOCIATA,,42.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-11418381007,TF COSTRUZIONI SRL,04-CAPOGRUPPO,,43.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02736651213,AERRE S.R.L.,03-ASSOCIATA,,43.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01465350625,MONDO ECOLOGIA SRL,03-ASSOCIATA,,43.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04196700613,VELLA SALVATORE SRL,04-CAPOGRUPPO,,44.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-00450980735,CHEMI.PUL.ITALIANA SRL,03-ASSOCIATA,,44.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-01375260625,GANOSIS CONSORZIO STABILE,04-CAPOGRUPPO,,45.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08591751006,SAS LAVORI S.R.L.,05-CONSORZIATA,,45.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06055020587,COSBE SRL,04-CAPOGRUPPO,,46.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-07476860965,M.P.S. COSTRUZIONI SRL,03-ASSOCIATA,,46.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04458911007,COGEA SRL,03-ASSOCIATA,,46.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-02665960759,ALFA IMPIANTI SRL,04-CAPOGRUPPO,,47.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04159580754,ECOM SERVIZI AMBIENTALI S.R.L.,03-ASSOCIATA,,47.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-12783620151,SIAL IMPIANTI SRL,04-CAPOGRUPPO,,48.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-06998380965,ECOTEK BONIFICHE SRL,03-ASSOCIATA,,48.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-04175700618,RICO COSTRUZIONI SRLS,04-CAPOGRUPPO,,49.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-05804640638,SUD ENGINEERING SRL,03-ASSOCIATA,,49.0,idm556,ocds-xxxxxx-7754888007
21,7754888007,T-IT-CF-08695361009,B.P.D. LAVORI SRL,04-CAPOGRUPPO,,50.0,idm556,ocds-xxxxxx-7754888007
